关系类型	头实体	尾实体	头类型	尾类型	头原文	尾原文	文献编号	匹配类型	精简上下文	审核状态	修改建议	备注	_source
检查-辅助诊断-疾病	支气管哮喘	心电图	Disease	Examination	哮喘	心电图	21_慢性阻塞性肺疾病诊治指南（2021年修订版）-主要参考.txt	explicit	...病（简称慢阻肺）诊断流程慢阻肺合并慢性肺动脉高压或慢性肺心病心电图鉴别诊断：慢阻肺应与哮喘、支气管扩张症、可表现为：额面平均电轴 ；	待审核		方向规范化：尾实体是Disease，反转方向（原心电图→支气管哮喘）	explicit
检查-辅助诊断-疾病	支气管扩张	心电图	Disease	Examination	支气管扩张症	心电图	21_慢性阻塞性肺疾病诊治指南（2021年修订版）-主要参考.txt	explicit	...病（简称慢阻肺）诊断流程慢阻肺合并慢性肺动脉高压或慢性肺心病心电图鉴别诊断：慢阻肺应与哮喘、支气管扩张症、可表现为：额面平均电轴 ；	待审核		方向规范化：尾实体是Disease，反转方向（原心电图→支气管扩张）	explicit
药物-治疗-疾病	慢性阻塞性肺疾病	支气管舒张剂	Disease	Medication	慢阻肺	支气管舒张剂	43_【最新】中西医联合防治慢性阻塞性肺疾病临床应用指南（2025年11月）.txt	explicit	表中西医联合防治慢性阻塞性肺疾病临床应用指南推荐意见摘要分期/合并症 目的 适用人群 证候 西医基础治疗 推荐意见 推荐级别 证据等级稳定期 改善生活 慢阻肺稳定期 肺气虚证：易感冒，反复急性 参考GOLD治疗策略：联合玉屏风颗粒 强推荐 C质量 患者 加重 初始吸入药物治疗：A组患者选择一种支气管舒张剂，肺脾气虚证：活动后气短，疲 联合补中益气汤 弱推荐 DB组...	待审核		方向规范化：尾实体是Disease，反转方向（原支气管舒张剂→慢性阻塞性肺疾病）	explicit
药物-治疗-疾病	慢性阻塞性肺疾病	长效β2受体激动剂	Disease	Medication	慢阻肺	LABA	68_2022_慢性阻塞性肺疾病免疫调节治疗专家共识.txt	explicit	obstructive lung disease，GOLD）建议血嗜酸粒细胞慢阻肺的免疫调节治疗计数> 个/μl的慢阻肺...	待审核		方向规范化：尾实体是Disease，反转方向（原长效β2受体激动剂→慢性阻塞性肺疾病）	explicit
危险因素-疾病	肺炎	吸烟	Disease	RiskFactor	肺炎	吸烟	21_慢性阻塞性肺疾病诊治指南（2021年修订版）-主要参考.txt	explicit	良反应发生率低，但 有增加肺炎发病率的风ICS不良反应和注意事项：总体来说，吸入抗胆碱能药 险［ ］，发生肺炎的高危因素如下［ ］： 吸烟；	待审核		方向规范化：尾实体是Disease，反转方向（原吸烟→肺炎）	explicit
药物-治疗-疾病	慢性阻塞性肺疾病	吸入药物	Disease	Medication	慢阻肺	吸入药物	43_【最新】中西医联合防治慢性阻塞性肺疾病临床应用指南（2025年11月）.txt	explicit	表中西医联合防治慢性阻塞性肺疾病临床应用指南推荐意见摘要分期/合并症 目的 适用人群 证候 西医基础治疗 推荐意见 推荐级别 证据等级稳定期 改善生活 慢阻肺稳定期 肺气虚证：易感冒，反复急性 参考GOLD治疗策略：联合玉屏风颗粒 强推荐 C质量 患者 加重 初始吸入药物治疗：A组患者选择一种支气管舒张剂，肺脾气虚证：活动后气短，...	待审核		方向规范化：尾实体是Disease，反转方向（原吸入药物→慢性阻塞性肺疾病）	explicit
药物-治疗-疾病	慢性阻塞性肺疾病	长效毒蕈碱拮抗剂	Disease	Medication	COPD	LAMA	8_【参考】创新药盘点系列报告-慢性阻塞性肺病治疗领域迎来新机制、新疗法.txt	explicit	对于既往吸烟且当前未给药时间ww吸烟人群，相对风险RR=.，基于上 入组人数年龄±±±±述数据，Itepekimab已启...	待审核		方向规范化：尾实体是Disease，反转方向（原长效毒蕈碱拮抗剂→慢性阻塞性肺疾病）	explicit
药物-治疗-疾病	慢性阻塞性肺疾病	ICS联合LABA	Disease	Medication	COPD	ICS+LABA	8_【参考】创新药盘点系列报告-慢性阻塞性肺病治疗领域迎来新机制、新疗法.txt	explicit	...RIFY-当下吸烟%%%%/两项Ph临床研究，主要入组既往吸ICS+LABA+LAMA（%） ICS+LABA+LAMA（~%）ICS+L...	待审核		方向规范化：尾实体是Disease，反转方向（原ICS联合LABA→慢性阻塞性肺疾病）	explicit
药物-治疗-疾病	慢性阻塞性肺疾病	吸入性糖皮质激素	Disease	Medication	慢性阻塞性肺疾病	ICS	21_慢性阻塞性肺疾病诊治指南（2021年修订版）-主要参考.txt	explicit	...初始禁忌证或对 无有效应答，应降级减少或更换ICS ICS图慢性阻塞性肺疾病稳定期药物治疗的随访及流程· · 中华结核和呼吸杂志 年 月...	待审核		方向规范化：尾实体是Disease，反转方向（原吸入性糖皮质激素→慢性阻塞性肺疾病）	explicit
药物-治疗-疾病	慢性阻塞性肺疾病	LABA联合LAMA	Disease	Medication	慢阻肺	LABA+LAMA	43_【最新】中西医联合防治慢性阻塞性肺疾病临床应用指南（2025年11月）.txt	explicit	表中西医联合防治慢性阻塞性肺疾病临床应用指南推荐意见摘要分期/合并症 目的 适用人群 证候 西医基础治疗 推荐意见 推荐级别 证据等级稳定期 改善生活 慢阻肺稳定期 肺气虚证：易感冒，反复急性 参考GOLD治疗策略：联合玉屏风颗粒 强推荐 C质量 患者 加重 初始吸入药物治疗：A组患者选择一种支气管舒张剂，肺脾气虚证：活动后气短，疲 联合补中益气汤 弱推荐 DB组和E组以LABA+LAMA劳，伴食欲减退作为初始治疗选择，同时基肺肾两虚证：咳嗽、痰白质...	待审核		方向规范化：尾实体是Disease，反转方向（原LABA联合LAMA→慢性阻塞性肺疾病）	explicit
药物-治疗-疾病	肺栓塞	线胸片	Disease	Medication	肺栓塞	线胸片	21_慢性阻塞性肺疾病诊治指南（2021年修订版）-主要参考.txt	explicit	住院患者首选气胸 线胸片或超声 SABA SAMA胸腔积液 X 线胸片或超声 雾化吸入给药，而门诊家庭治疗可采用经储物罐吸肺栓塞 二聚体和（或）下肢静脉彩超、D‐ 入定量气雾剂的方法或家庭...	待审核		方向规范化：尾实体是Disease，反转方向（原线胸片→肺栓塞）	explicit
药物-治疗-疾病	肺栓塞	短效β2受体激动剂	Disease	Medication	肺栓塞	SABA	21_慢性阻塞性肺疾病诊治指南（2021年修订版）-主要参考.txt	explicit	... 线胸片或超声 雾化吸入给药，而门诊家庭治疗可采用经储物罐吸肺栓塞 二聚体和（或）下肢静脉彩超、D‐ 入定量气雾剂的方法或家庭...	待审核		方向规范化：尾实体是Disease，反转方向（原短效β2受体激动剂→肺栓塞）	explicit
药物-治疗-疾病	慢性阻塞性肺疾病	糖皮质激素	Disease	Medication	COPD	糖皮质激素	38_【主要参考】慢性阻塞性肺疾病急性加重诊治中国专家共识(2023年修订版)-已解锁.txt	explicit	...气胸 新发生的严重呼吸衰竭 线胸片可疑支 使用支气管舒张剂 糖皮质激素和口服抗菌药物, ,X 、气管扩张症 肺不张 胸腔积液 心包...	待审核		方向规范化：尾实体是Disease，反转方向（原糖皮质激素→慢性阻塞性肺疾病）	explicit
药物-治疗-疾病	心血管疾病	吸入药物	Disease	Medication	缺血性心脏病	吸入药物	21_慢性阻塞性肺疾病诊治指南（2021年修订版）-主要参考.txt	explicit	在吸入药物治疗的基础上，有研 及急性加重后至少 内，合并缺血性心脏病的d究表明 抑制剂（罗氟司特）［ ］、大环内酯类 高风险患者发生心血管事件（死亡、心肌梗死、卒PDE‐抗生素［ ］及对维生素 重度缺乏...	待审核		方向规范化：尾实体是Disease，反转方向（原吸入药物→心血管疾病）	explicit
药物-治疗-疾病	心肌梗死	吸入药物	Disease	Medication	心肌梗死	吸入药物	21_慢性阻塞性肺疾病诊治指南（2021年修订版）-主要参考.txt	explicit	在吸入药物治疗的基础上，有研 及急性加重后至少 内，合并缺血性心脏病的d究表明 抑制剂（罗氟司特）［ ］、大环内酯类 高风险患者发生心血管事件（死亡、心肌梗死、卒PDE‐抗生素［ ］及对维生素 重度缺乏患者给予补充维 ...	待审核		方向规范化：尾实体是Disease，反转方向（原吸入药物→心肌梗死）	explicit
药物-治疗-疾病	心肌梗死	长效β2受体激动剂	Disease	Medication	心肌梗死	LABA	21_慢性阻塞性肺疾病诊治指南（2021年修订版）-主要参考.txt	explicit	...性心脏病指南进行，无论是治疗心支气管舒张剂LABA 绞痛或是心肌梗死，应用高选择性 受体阻滞剂治LAMA β疗是安全的，如有应用...	待审核		方向规范化：尾实体是Disease，反转方向（原长效β2受体激动剂→心肌梗死）	explicit
药物-治疗-疾病	心肌梗死	长效毒蕈碱拮抗剂	Disease	Medication	心肌梗死	LAMA	21_慢性阻塞性肺疾病诊治指南（2021年修订版）-主要参考.txt	explicit	...性心脏病指南进行，无论是治疗心支气管舒张剂LABA 绞痛或是心肌梗死，应用高选择性 受体阻滞剂治LAMA β疗是安全的，如有应用...	待审核		方向规范化：尾实体是Disease，反转方向（原长效毒蕈碱拮抗剂→心肌梗死）	explicit
药物-治疗-疾病	心肌梗死	LABA联合LAMA	Disease	Medication	心肌梗死	LABA+LAMA	21_慢性阻塞性肺疾病诊治指南（2021年修订版）-主要参考.txt	explicit	...措施疗，应按照缺血性心脏病指南进行，无论是治疗心支气管舒张剂LABA 绞痛或是心肌梗死，应用高选择性 受体阻滞剂治LAMA β疗是安全的，如有应用...	待审核		方向规范化：尾实体是Disease，反转方向（原LABA联合LAMA→心肌梗死）	explicit
药物-治疗-疾病	心肌梗死	吸入性糖皮质激素	Disease	Medication	心肌梗死	ICS	21_慢性阻塞性肺疾病诊治指南（2021年修订版）-主要参考.txt	explicit	...性心脏病指南进行，无论是治疗心支气管舒张剂LABA 绞痛或是心肌梗死，应用高选择性 受体阻滞剂治LAMA β疗是安全的，如有应用...	待审核		方向规范化：尾实体是Disease，反转方向（原吸入性糖皮质激素→心肌梗死）	explicit
药物-治疗-疾病	心肌梗死	ICS联合LABA	Disease	Medication	心肌梗死	ICS+LABA	21_慢性阻塞性肺疾病诊治指南（2021年修订版）-主要参考.txt	explicit	...性心脏病指南进行，无论是治疗心支气管舒张剂LABA 绞痛或是心肌梗死，应用高选择性 受体阻滞剂治LAMA β疗是安全的，如有应用指证，则获益多于潜在风LABA+LAMA包含 的复合制剂ICS ICS+LABA 险［］，同时亦应遵循慢阻肺的治疗常规。	待审核		方向规范化：尾实体是Disease，反转方向（原ICS联合LABA→心肌梗死）	explicit
危险因素-疾病	心力衰竭	抗感染	Disease	RiskFactor	心力衰竭	抗感染	21_慢性阻塞性肺疾病诊治指南（2021年修订版）-主要参考.txt	explicit	心力衰竭加重需与慢阻肺急性加重进行鉴抗感染制剂 大环内酯类药物疫苗 流感疫苗、肺炎球菌疫苗 别，合并慢...	待审核		方向规范化：尾实体是Disease，反转方向（原抗感染→心力衰竭）	explicit
药物-治疗-疾病	心力衰竭	支气管舒张剂	Disease	Medication	心力衰竭	支气管舒张剂	21_慢性阻塞性肺疾病诊治指南（2021年修订版）-主要参考.txt	explicit	对于接受长效支气管舒张剂治疗的慢阻肺肺减容术患者，如呼吸困难无明显好转，应注意心力衰竭。	待审核		方向规范化：尾实体是Disease，反转方向（原支气管舒张剂→心力衰竭）	explicit
药物-治疗-疾病	慢性阻塞性肺疾病	受体阻断剂	Disease	Medication	慢阻肺	受体阻断剂	21_慢性阻塞性肺疾病诊治指南（2021年修订版）-主要参考.txt	explicit	...素 慢阻肺患者心力衰竭的治疗应按照心力衰竭指南进行，选择性 受体阻断剂用于有明确的心血管适七、慢阻肺与合并症应症的慢阻肺患者，不推...	待审核		方向规范化：尾实体是Disease，反转方向（原受体阻断剂→慢性阻塞性肺疾病）	explicit
药物-治疗-疾病	心力衰竭	受体阻断剂	Disease	Medication	心力衰竭	受体阻断剂	21_慢性阻塞性肺疾病诊治指南（2021年修订版）-主要参考.txt	explicit	肺康复补充维生素 慢阻肺患者心力衰竭的治疗应按照心力衰竭指南进行，选择性 受体阻断剂用于有明确的心血管适七、慢阻肺与合并症应症的慢阻肺患者，不推...	待审核		方向规范化：尾实体是Disease，反转方向（原受体阻断剂→心力衰竭）	explicit
药物-治疗-疾病	肺癌	短效β2受体激动剂	Disease	Medication	肺癌	SABA	21_慢性阻塞性肺疾病诊治指南（2021年修订版）-主要参考.txt	explicit	...因可能诱发心房颤动，不利于控制心室 （ ）筛查可及时发现早期肺癌，可作为改善CT LDCT率［ ， ］。	待审核		方向规范化：尾实体是Disease，反转方向（原短效β2受体激动剂→肺癌）	explicit
检查-辅助诊断-疾病	支气管扩张	CT	Disease	Examination	支气管扩张	CT	30_咳嗽的诊断与治疗指南（2021）.txt	explicit	CTC部 检查有助于发现气管壁增厚、气管壁钙化、气 （）变应原皮试和血清 检查：用于检测患CTIgE管狭窄、支气管扩张等，对于一些少见的慢性咳嗽 者是否存在特应质和确定变应原类型...	待审核		方向规范化：尾实体是Disease，反转方向（原CT→支气管扩张）	explicit
危险因素-疾病	支气管扩张	吸烟	Disease	RiskFactor	支气管扩张	吸烟	21_慢性阻塞性肺疾病诊治指南（2021年修订版）-主要参考.txt	explicit	研究发现，合并支气管扩张与慢阻肺%~%焦虑和抑郁是慢阻肺重要合并症，常发生于年 急性加重病程延长、气道铜绿假单孢菌定植、病死轻女性、吸烟、 较低、咳嗽、圣乔治呼吸问卷评 率升高相关［ ］。	待审核		方向规范化：尾实体是Disease，反转方向（原吸烟→支气管扩张）	explicit
危险因素-疾病	肺癌	吸烟史	Disease	RiskFactor	肺癌	吸烟史	21_慢性阻塞性肺疾病诊治指南（2021年修订版）-主要参考.txt	explicit	‐（四）肺癌 （八）阻塞性睡眠呼吸暂停（ ）OSA肺气肿和肺癌的相关性高于气流受限和肺癌 慢阻肺患者合并 的患病率为OSA%~的相关性［ ］，同时具有肺气肿和气流受限者肺 ［ ］，中重度慢阻肺患者 患病率可高达‐‐% OSA癌风险最大，而高龄和大量吸烟史进一步增大风 ，当两者并存时称为重叠综合征（.% Overl...	待审核		方向规范化：尾实体是Disease，反转方向（原吸烟史→肺癌）	explicit
